Date,Open,High,Low,Close,Adj Close,Volume
2022-11-10,0.020465,0.024799,0.020251,0.024151,0.024151,80774958
2022-11-11,0.024148,0.024370,0.021933,0.022632,0.022632,53210703
2022-11-12,0.022637,0.022728,0.021382,0.021446,0.021446,31771474
2022-11-13,0.021449,0.022010,0.020476,0.020828,0.020828,57417689
2022-11-14,0.020827,0.021323,0.019438,0.021007,0.021007,52934042
2022-11-15,0.021013,0.022288,0.020832,0.021715,0.021715,36128276
2022-11-16,0.021714,0.022089,0.020967,0.021408,0.021408,29456015
2022-11-17,0.021407,0.021647,0.020961,0.021266,0.021266,29432308
2022-11-18,0.021264,0.021669,0.021118,0.021415,0.021415,21872444
2022-11-19,0.021410,0.023040,0.021379,0.022446,0.022446,74247002
2022-11-20,0.022447,0.023384,0.021029,0.021029,0.021029,61368926
2022-11-21,0.021027,0.021294,0.020443,0.021004,0.021004,37342519
2022-11-22,0.021000,0.021707,0.020492,0.021683,0.021683,30721582
2022-11-23,0.021688,0.022599,0.021682,0.022595,0.022595,37707362
2022-11-24,0.022603,0.024306,0.022603,0.023299,0.023299,79961839
2022-11-25,0.023298,0.023298,0.022582,0.022800,0.022800,23155040
2022-11-26,0.022798,0.023194,0.022372,0.022502,0.022502,19673682
2022-11-27,0.022500,0.023404,0.022434,0.022718,0.022718,32117731
2022-11-28,0.022716,0.023085,0.021499,0.021973,0.021973,29537941
2022-11-29,0.021973,0.022338,0.021748,0.022004,0.022004,17266125
2022-11-30,0.022012,0.022942,0.021972,0.022905,0.022905,24107552
2022-12-01,0.022902,0.023076,0.022546,0.022709,0.022709,24079623
2022-12-02,0.022708,0.023140,0.022542,0.023140,0.023140,19267842
2022-12-03,0.023142,0.023220,0.022586,0.022645,0.022645,14242749
2022-12-04,0.022639,0.022919,0.022622,0.022895,0.022895,12239818
2022-12-05,0.022890,0.023399,0.022588,0.022637,0.022637,18360462
2022-12-06,0.022632,0.022831,0.022281,0.022514,0.022514,20316023
2022-12-07,0.022520,0.022565,0.021433,0.021803,0.021803,18641669
2022-12-08,0.021803,0.022314,0.021510,0.022263,0.022263,16114902
2022-12-09,0.022264,0.022467,0.022006,0.022237,0.022237,13955423
2022-12-10,0.022237,0.022502,0.022221,0.022478,0.022478,11463665
2022-12-11,0.022479,0.022628,0.021980,0.022015,0.022015,14452021
2022-12-12,0.022010,0.022108,0.021477,0.021767,0.021767,16838024
2022-12-13,0.021766,0.022329,0.020985,0.022224,0.022224,25682550
2022-12-14,0.022225,0.022339,0.021620,0.021790,0.021790,17693755
2022-12-15,0.021789,0.021822,0.021072,0.021114,0.021114,16100968
2022-12-16,0.021116,0.021239,0.018851,0.018959,0.018959,24173892
2022-12-17,0.018958,0.019144,0.018426,0.019048,0.019048,19948548
2022-12-18,0.019048,0.019054,0.018611,0.018638,0.018638,11780705
2022-12-19,0.018639,0.018781,0.017179,0.017355,0.017355,18194583
2022-12-20,0.017355,0.018119,0.017355,0.018066,0.018066,16727935
2022-12-21,0.018062,0.018077,0.017610,0.017848,0.017848,12996455
2022-12-22,0.017849,0.018139,0.017657,0.018126,0.018126,15463494
2022-12-23,0.018124,0.018220,0.017989,0.018132,0.018132,13131871
2022-12-24,0.018133,0.018194,0.017905,0.017954,0.017954,10788389
2022-12-25,0.017954,0.018005,0.017395,0.017600,0.017600,14209901
2022-12-26,0.017600,0.017693,0.017218,0.017648,0.017648,19775456
2022-12-27,0.017647,0.017707,0.016941,0.017191,0.017191,14374733
2022-12-28,0.017191,0.017258,0.016309,0.016327,0.016327,16144154
2022-12-29,0.016327,0.016416,0.015636,0.016003,0.016003,15359653
2022-12-30,0.016003,0.016027,0.015412,0.015889,0.015889,14832642
2022-12-31,0.015897,0.016096,0.015785,0.015835,0.015835,13114124
2023-01-01,0.015834,0.016332,0.015716,0.016267,0.016267,14596843
2023-01-02,0.016267,0.016758,0.016018,0.016605,0.016605,18964788
2023-01-03,0.016605,0.016799,0.016450,0.016595,0.016595,15028905
2023-01-04,0.016594,0.017090,0.016569,0.016883,0.016883,17558876
2023-01-05,0.016882,0.017029,0.016674,0.016961,0.016961,17386471
2023-01-06,0.016960,0.017582,0.016572,0.017480,0.017480,17208259
