Date,Open,High,Low,Close,Adj Close,Volume
2022-11-10,0.025662,0.032851,0.025346,0.031677,0.031677,163663231
2022-11-11,0.031667,0.032784,0.029924,0.031992,0.031992,150373182
2022-11-12,0.031991,0.032092,0.029295,0.029518,0.029518,83062520
2022-11-13,0.029511,0.032357,0.029155,0.029469,0.029469,103990251
2022-11-14,0.029467,0.030568,0.028098,0.029588,0.029588,93225896
2022-11-15,0.029578,0.030279,0.029122,0.029328,0.029328,72226237
2022-11-16,0.029322,0.029614,0.027992,0.028202,0.028202,63637265
2022-11-17,0.028205,0.028350,0.027036,0.027360,0.027360,52376173
2022-11-18,0.027358,0.027884,0.027102,0.027521,0.027521,33550703
2022-11-19,0.027520,0.027982,0.026677,0.027581,0.027581,40714060
2022-11-20,0.027583,0.027893,0.025586,0.025733,0.025733,51422937
2022-11-21,0.025734,0.025862,0.024060,0.024774,0.024774,88823119
2022-11-22,0.024766,0.025432,0.023966,0.025421,0.025421,59767675
2022-11-23,0.025429,0.026211,0.025037,0.025953,0.025953,64392524
2022-11-24,0.025955,0.026199,0.025139,0.025330,0.025330,50480898
2022-11-25,0.025326,0.025347,0.024615,0.025066,0.025066,44497010
2022-11-26,0.025065,0.025913,0.024984,0.025137,0.025137,49052844
2022-11-27,0.025138,0.026010,0.025079,0.025289,0.025289,47447211
2022-11-28,0.025288,0.025576,0.024042,0.024778,0.024778,54327006
2022-11-29,0.024779,0.025420,0.024560,0.025243,0.025243,47905051
2022-11-30,0.025247,0.027575,0.025247,0.025914,0.025914,93076872
2022-12-01,0.025917,0.026301,0.025180,0.025244,0.025244,77441222
2022-12-02,0.025249,0.025620,0.024666,0.025512,0.025512,59556330
2022-12-03,0.025529,0.025706,0.024819,0.024934,0.024934,48958385
2022-12-04,0.024933,0.025225,0.024751,0.025201,0.025201,47512448
2022-12-05,0.025197,0.026845,0.025099,0.025853,0.025853,96959747
2022-12-06,0.025847,0.028038,0.025783,0.027084,0.027084,168854910
2022-12-07,0.027088,0.027137,0.025235,0.025627,0.025627,78162137
2022-12-08,0.025627,0.026479,0.025161,0.026420,0.026420,65661180
2022-12-09,0.026421,0.026519,0.025660,0.025772,0.025772,56204117
