Date,Open,High,Low,Close,Adj Close,Volume
2022-11-10,0.000001,0.000001,0.000001,0.000001,0.000001,26572434
2022-11-11,0.000001,0.000001,0.000001,0.000001,0.000001,22248496
2022-11-12,0.000001,0.000001,0.000001,0.000001,0.000001,11252092
2022-11-13,0.000001,0.000001,0.000001,0.000001,0.000001,11684389
2022-11-14,0.000001,0.000001,0.000001,0.000001,0.000001,17848573
2022-11-15,0.000001,0.000001,0.000001,0.000001,0.000001,11039879
2022-11-16,0.000001,0.000001,0.000001,0.000001,0.000001,11970353
2022-11-17,0.000001,0.000001,0.000001,0.000001,0.000001,10811369
2022-11-18,0.000001,0.000001,0.000001,0.000001,0.000001,12847049
2022-11-19,0.000001,0.000001,0.000001,0.000001,0.000001,13966760
2022-11-20,0.000001,0.000001,0.000001,0.000001,0.000001,16605618
2022-11-21,0.000001,0.000001,0.000001,0.000001,0.000001,18974271
2022-11-22,0.000001,0.000001,0.000001,0.000001,0.000001,26655891
2022-11-23,0.000001,0.000001,0.000001,0.000001,0.000001,16407608
2022-11-24,0.000001,0.000001,0.000001,0.000001,0.000001,23640739
2022-11-25,0.000001,0.000001,0.000001,0.000001,0.000001,15882883
2022-11-26,0.000001,0.000001,0.000001,0.000001,0.000001,13286464
2022-11-27,0.000001,0.000001,0.000001,0.000001,0.000001,11964217
2022-11-28,0.000001,0.000001,0.000001,0.000001,0.000001,13118259
2022-11-29,0.000001,0.000001,0.000001,0.000001,0.000001,14861338
2022-11-30,0.000001,0.000001,0.000001,0.000001,0.000001,19216692
2022-12-01,0.000001,0.000001,0.000001,0.000001,0.000001,19738844
2022-12-02,0.000001,0.000001,0.000001,0.000001,0.000001,20385511
2022-12-03,0.000001,0.000001,0.000001,0.000001,0.000001,18875864
2022-12-04,0.000001,0.000001,0.000001,0.000001,0.000001,20092346
2022-12-05,0.000001,0.000001,0.000001,0.000001,0.000001,18475843
2022-12-06,0.000001,0.000001,0.000001,0.000001,0.000001,19949742
2022-12-07,0.000001,0.000001,0.000001,0.000001,0.000001,17019754
2022-12-08,0.000001,0.000001,0.000001,0.000001,0.000001,15855594
2022-12-09,0.000001,0.000001,0.000001,0.000001,0.000001,17346420
2022-12-10,0.000001,0.000001,0.000001,0.000001,0.000001,14177901
2022-12-11,0.000001,0.000001,0.000001,0.000001,0.000001,16425547
2022-12-12,0.000001,0.000001,0.000001,0.000001,0.000001,21545784
2022-12-13,0.000001,0.000001,0.000001,0.000001,0.000001,19706129
2022-12-14,0.000001,0.000001,0.000001,0.000001,0.000001,15714937
2022-12-15,0.000001,0.000001,0.000001,0.000001,0.000001,17855579
2022-12-16,0.000001,0.000001,0.000001,0.000001,0.000001,12527444
2022-12-17,0.000001,0.000001,0.000001,0.000001,0.000001,6670586
2022-12-18,0.000001,0.000001,0.000001,0.000001,0.000001,4177158
2022-12-19,0.000001,0.000001,0.000001,0.000001,0.000001,6845000
2022-12-20,0.000001,0.000001,0.000001,0.000001,0.000001,11342473
2022-12-21,0.000001,0.000001,0.000001,0.000001,0.000001,7249399
2022-12-22,0.000001,0.000001,0.000001,0.000001,0.000001,7214393
2022-12-23,0.000001,0.000001,0.000001,0.000001,0.000001,7800530
2022-12-24,0.000001,0.000001,0.000001,0.000001,0.000001,7271776
2022-12-25,0.000001,0.000001,0.000001,0.000001,0.000001,6882569
2022-12-26,0.000001,0.000001,0.000001,0.000001,0.000001,7365037
2022-12-27,0.000001,0.000001,0.000001,0.000001,0.000001,7524232
2022-12-28,0.000001,0.000001,0.000001,0.000001,0.000001,10256974
