Date,Open,High,Low,Close,Adj Close,Volume
2022-11-10,0.000185,0.000203,0.000182,0.000194,0.000194,359998251
2022-11-11,0.000194,0.000203,0.000182,0.000189,0.000189,206904088
2022-11-12,0.000189,0.000189,0.000180,0.000181,0.000181,110969775
2022-11-13,0.000182,0.000187,0.000169,0.000170,0.000170,131997161
2022-11-14,0.000170,0.000178,0.000159,0.000173,0.000173,162653773
2022-11-15,0.000173,0.000188,0.000172,0.000183,0.000183,157904348
2022-11-16,0.000183,0.000186,0.000176,0.000179,0.000179,146786418
2022-11-17,0.000179,0.000179,0.000170,0.000173,0.000173,100698061
2022-11-18,0.000173,0.000182,0.000172,0.000177,0.000177,135898044
2022-11-19,0.000177,0.000177,0.000172,0.000173,0.000173,66414873
2022-11-20,0.000173,0.000174,0.000157,0.000159,0.000159,116816367
2022-11-21,0.000159,0.000160,0.000148,0.000151,0.000151,143210295
2022-11-22,0.000151,0.000164,0.000148,0.000161,0.000161,138050648
2022-11-23,0.000161,0.000169,0.000159,0.000165,0.000165,123163480
2022-11-24,0.000165,0.000166,0.000161,0.000162,0.000162,70750433
2022-11-25,0.000162,0.000162,0.000156,0.000159,0.000159,78330299
2022-11-26,0.000159,0.000164,0.000158,0.000159,0.000159,79630680
2022-11-27,0.000159,0.000167,0.000159,0.000162,0.000162,97440423
2022-11-28,0.000162,0.000163,0.000154,0.000159,0.000159,76265891
2022-11-29,0.000159,0.000162,0.000158,0.000160,0.000160,70890385
2022-11-30,0.000160,0.000166,0.000160,0.000165,0.000165,85044529
2022-12-01,0.000165,0.000174,0.000161,0.000169,0.000169,128603998
2022-12-02,0.000169,0.000192,0.000167,0.000181,0.000181,286198544
2022-12-03,0.000181,0.000183,0.000172,0.000173,0.000173,101753033
2022-12-04,0.000173,0.000177,0.000172,0.000176,0.000176,79020209
2022-12-05,0.000176,0.000178,0.000171,0.000174,0.000174,86456246
2022-12-06,0.000174,0.000176,0.000168,0.000172,0.000172,79366712
2022-12-07,0.000172,0.000172,0.000162,0.000165,0.000165,77463013
2022-12-08,0.000165,0.000175,0.000163,0.000173,0.000173,141890577
2022-12-09,0.000173,0.000177,0.000170,0.000172,0.000172,79173232
2022-12-10,0.000172,0.000173,0.000170,0.000171,0.000171,52394513
2022-12-11,0.000171,0.000172,0.000166,0.000167,0.000167,47750830
2022-12-12,0.000167,0.000171,0.000163,0.000170,0.000170,81914361
2022-12-13,0.000171,0.000171,0.000163,0.000168,0.000168,82602409
2022-12-14,0.000168,0.000169,0.000165,0.000166,0.000166,56135425
2022-12-15,0.000166,0.000166,0.000160,0.000161,0.000161,52400319
2022-12-16,0.000161,0.000163,0.000130,0.000140,0.000140,99262423
2022-12-17,0.000140,0.000146,0.000132,0.000143,0.000143,106083684
2022-12-18,0.000143,0.000144,0.000140,0.000141,0.000141,38013030
2022-12-19,0.000141,0.000143,0.000129,0.000130,0.000130,79712430
2022-12-20,0.000130,0.000136,0.000130,0.000134,0.000134,60400721
2022-12-21,0.000134,0.000134,0.000127,0.000129,0.000129,56506289
2022-12-22,0.000129,0.000141,0.000129,0.000136,0.000136,108690306
2022-12-23,0.000136,0.000144,0.000136,0.000142,0.000142,97090142
2022-12-24,0.000142,0.000146,0.000142,0.000146,0.000146,58602702
2022-12-25,0.000146,0.000146,0.000143,0.000145,0.000145,53784369
2022-12-26,0.000145,0.000163,0.000145,0.000161,0.000161,145005126
2022-12-27,0.000161,0.000185,0.000158,0.000173,0.000173,306183948
2022-12-28,0.000173,0.000175,0.000147,0.000148,0.000148,198982203
2022-12-29,0.000148,0.000154,0.000145,0.000150,0.000150,131030328
2022-12-30,0.000150,0.000152,0.000139,0.000143,0.000143,108391266
2022-12-31,0.000143,0.000149,0.000141,0.000145,0.000145,93065629
2023-01-01,0.000145,0.000150,0.000145,0.000150,0.000150,92046128
2023-01-02,0.000150,0.000161,0.000148,0.000160,0.000160,137178376
2023-01-03,0.000160,0.000168,0.000151,0.000156,0.000156,204479815
2023-01-04,0.000156,0.000161,0.000155,0.000158,0.000158,130031876
2023-01-05,0.000158,0.000160,0.000152,0.000152,0.000152,93561290
2023-01-06,0.000152,0.000156,0.000149,0.000156,0.000156,87161611
2023-01-07,0.000156,0.000157,0.000153,0.000153,0.000153,50773188
2023-01-08,0.000153,0.000159,0.000152,0.000158,0.000158,79232110
2023-01-09,0.000158,0.000182,0.000158,0.000169,0.000169,277803322
2023-01-10,0.000169,0.000172,0.000163,0.000167,0.000167,152785992
2023-01-11,0.000167,0.000168,0.000159,0.000165,0.000165,103557412
2023-01-12,0.000167,0.000169,0.000162,0.000168,0.000168,140215768
2023-01-13,0.000168,0.000178,0.000167,0.000177,0.000177,197574696
2023-01-14,0.000177,0.000194,0.000168,0.000177,0.000177,392348903
2023-01-15,0.000177,0.000185,0.000172,0.000181,0.000181,304832025
2023-01-16,0.000181,0.000184,0.000174,0.000177,0.000177,195014548
2023-01-17,0.000177,0.000179,0.000174,0.000175,0.000175,110754643
2023-01-18,0.000175,0.000180,0.000158,0.000162,0.000162,196305849
2023-01-19,0.000162,0.000177,0.000159,0.000174,0.000174,168194698
2023-01-20,0.000174,0.000180,0.000169,0.000179,0.000179,125829653
2023-01-21,0.000179,0.000189,0.000176,0.000179,0.000179,230138741
2023-01-22,0.000179,0.000186,0.000177,0.000181,0.000181,155369428
2023-01-23,0.000181,0.000183,0.000177,0.000179,0.000179,115228491
2023-01-24,0.000179,0.000180,0.000168,0.000170,0.000170,98309020
2023-01-25,0.000170,0.000176,0.000167,0.000174,0.000174,86837503
2023-01-26,0.000174,0.000176,0.000170,0.000172,0.000172,72163065
2023-01-27,0.000172,0.000174,0.000169,0.000172,0.000172,70133628
2023-01-28,0.000172,0.000181,0.000172,0.000173,0.000173,106663296
2023-01-29,0.000173,0.000177,0.000172,0.000176,0.000176,72962085
2023-01-30,0.000176,0.000178,0.000163,0.000165,0.000165,98853330
2023-01-31,0.000165,0.000175,0.000164,0.000171,0.000171,123948273
2023-02-01,0.000171,0.000173,0.000165,0.000171,0.000171,93565450
2023-02-02,0.000171,0.000175,0.000169,0.000169,0.000169,110652519
2023-02-03,0.000169,0.000210,0.000169,0.000203,0.000203,647267608
2023-02-04,0.000203,0.000208,0.000191,0.000192,0.000192,218299956
2023-02-05,0.000192,0.000195,0.000178,0.000182,0.000182,160883199
2023-02-06,0.000182,0.000189,0.000180,0.000182,0.000182,129484103
2023-02-07,0.000182,0.000186,0.000181,0.000186,0.000186,106931952
2023-02-08,0.000186,0.000187,0.000176,0.000180,0.000180,97475822
2023-02-09,0.000180,0.000182,0.000157,0.000160,0.000160,129992055
2023-02-10,0.000160,0.000167,0.000159,0.000165,0.000165,93161520
2023-02-11,0.000165,0.000171,0.000164,0.000168,0.000168,73095128
2023-02-12,0.000168,0.000171,0.000163,0.000165,0.000165,59735569
2023-02-13,0.000165,0.000173,0.000159,0.000170,0.000170,166554847
2023-02-14,0.000170,0.000172,0.000165,0.000170,0.000170,103608117
2023-02-15,0.000170,0.000176,0.000167,0.000176,0.000176,97796867
2023-02-16,0.000176,0.000178,0.000165,0.000166,0.000166,135780304
2023-02-17,0.000166,0.000173,0.000165,0.000170,0.000170,82588157
2023-02-18,0.000170,0.000174,0.000169,0.000172,0.000172,118099843
2023-02-19,0.000172,0.000173,0.000167,0.000168,0.000168,94487203
2023-02-20,0.000168,0.000171,0.000166,0.000170,0.000170,81585807
2023-02-21,0.000170,0.000171,0.000164,0.000166,0.000166,80088041
2023-02-22,0.000166,0.000166,0.000159,0.000164,0.000164,73969693
2023-02-23,0.000164,0.000166,0.000161,0.000163,0.000163,52562539
2023-02-24,0.000163,0.000171,0.000160,0.000165,0.000165,133479735
2023-02-25,0.000165,0.000168,0.000158,0.000161,0.000161,88981467
2023-02-26,0.000161,0.000164,0.000161,0.000163,0.000163,41491285
