Date,Open,High,Low,Close,Adj Close,Volume
2022-11-10,0.000318,0.000361,0.000317,0.000352,0.000352,0
2022-11-11,0.000352,0.000353,0.000331,0.000341,0.000341,0
2022-11-12,0.000341,0.000341,0.000333,0.000336,0.000336,47
2022-11-13,0.000336,0.000338,0.000326,0.000327,0.000327,0
2022-11-14,0.000327,0.000342,0.000317,0.000332,0.000332,0
2022-11-15,0.000332,0.000341,0.000331,0.000338,0.000338,0
2022-11-16,0.000338,0.000339,0.000329,0.000333,0.000333,0
2022-11-17,0.000333,0.000335,0.000329,0.000334,0.000334,0
2022-11-18,0.000334,0.000339,0.000331,0.000334,0.000334,0
2022-11-19,0.000334,0.000336,0.000331,0.000334,0.000334,0
2022-11-20,0.000334,0.000335,0.000325,0.000326,0.000326,0
2022-11-21,0.000326,0.000326,0.000312,0.000316,0.000316,0
2022-11-22,0.000316,0.000325,0.000313,0.000324,0.000324,0
2022-11-23,0.000324,0.000333,0.000323,0.000332,0.000332,0
2022-11-24,0.000332,0.000335,0.000330,0.000332,0.000332,0
2022-11-25,0.000332,0.000332,0.000328,0.000330,0.000330,0
2022-11-26,0.000330,0.000333,0.000328,0.000329,0.000329,0
2022-11-27,0.000329,0.000332,0.000329,0.000329,0.000329,0
2022-11-28,0.000329,0.000330,0.000321,0.000324,0.000324,0
2022-11-29,0.000324,0.000330,0.000323,0.000329,0.000329,4
2022-11-30,0.000329,0.000344,0.000329,0.000343,0.000343,5
2022-12-01,0.000343,0.000344,0.000338,0.000339,0.000339,0
2022-12-02,0.000339,0.000342,0.000338,0.000342,0.000342,0
2022-12-03,0.000342,0.000342,0.000338,0.000338,0.000338,0
2022-12-04,0.000338,0.000343,0.000338,0.000343,0.000343,0
2022-12-05,0.000343,0.000348,0.000338,0.000339,0.000339,0
2022-12-06,0.000340,0.000342,0.000339,0.000342,0.000342,0
2022-12-07,0.000342,0.000342,0.000335,0.000337,0.000337,4
2022-12-08,0.000337,0.000345,0.000336,0.000345,0.000345,0
2022-12-09,0.000345,0.000346,0.000342,0.000343,0.000343,0
2022-12-10,0.000343,0.000344,0.000342,0.000343,0.000343,0
2022-12-11,0.000343,0.000345,0.000342,0.000342,0.000342,0
2022-12-12,0.000342,0.000344,0.000338,0.000344,0.000344,0
2022-12-13,0.000344,0.000359,0.000342,0.000356,0.000356,0
2022-12-14,0.000356,0.000366,0.000355,0.000356,0.000356,0
2022-12-15,0.000356,0.000357,0.000346,0.000347,0.000347,0
2022-12-16,0.000347,0.000350,0.000332,0.000333,0.000333,0
2022-12-17,0.000333,0.000336,0.000332,0.000336,0.000336,0
2022-12-18,0.000336,0.000336,0.000334,0.000335,0.000335,0
2022-12-19,0.000335,0.000336,0.000328,0.000329,0.000329,0
2022-12-20,0.000329,0.000340,0.000329,0.000338,0.000338,0
2022-12-21,0.000338,0.000338,0.000335,0.000336,0.000336,0
2022-12-22,0.000336,0.000337,0.000332,0.000337,0.000337,0
2022-12-23,0.000337,0.000338,0.000336,0.000336,0.000336,0
2022-12-24,0.000336,0.000337,0.000336,0.000337,0.000337,0
2022-12-25,0.000337,0.000337,0.000335,0.000337,0.000337,0
2022-12-26,0.000337,0.000338,0.000336,0.000338,0.000338,0
2022-12-27,0.000338,0.000339,0.000333,0.000334,0.000334,0
2022-12-28,0.000334,0.000335,0.000330,0.000331,0.000331,0
2022-12-29,0.000331,0.000333,0.000330,0.000333,0.000333,0
2022-12-30,0.000333,0.000333,0.000328,0.000332,0.000332,0
2022-12-31,0.000332,0.000333,0.000330,0.000331,0.000331,0
2023-01-01,0.000331,0.000333,0.000330,0.000333,0.000333,0
2023-01-02,0.000333,0.000335,0.000331,0.000334,0.000334,0
2023-01-03,0.000334,0.000335,0.000332,0.000334,0.000334,0
2023-01-04,0.000334,0.000339,0.000333,0.000337,0.000337,0
2023-01-05,0.000337,0.000338,0.000336,0.000337,0.000337,0
2023-01-06,0.000337,0.000340,0.000334,0.000339,0.000339,0
2023-01-07,0.000339,0.000340,0.000338,0.000339,0.000339,0
2023-01-08,0.000339,0.000342,0.000338,0.000342,0.000342,0
2023-01-09,0.000342,0.000348,0.000342,0.000344,0.000344,0
2023-01-10,0.000344,0.000350,0.000343,0.000349,0.000349,0
2023-01-11,0.000349,0.000359,0.000347,0.000359,0.000359,0
2023-01-12,0.000362,0.000381,0.000360,0.000377,0.000377,0
2023-01-13,0.000377,0.000399,0.000375,0.000398,0.000398,0
2023-01-14,0.000398,0.000422,0.000398,0.000420,0.000420,0
2023-01-15,0.000420,0.000420,0.000412,0.000418,0.000418,0
2023-01-16,0.000418,0.000427,0.000414,0.000423,0.000423,0
2023-01-17,0.000424,0.000429,0.000420,0.000423,0.000423,0
2023-01-18,0.000423,0.000431,0.000411,0.000414,0.000414,0
2023-01-19,0.000414,0.000423,0.000414,0.000422,0.000422,0
2023-01-20,0.000422,0.000454,0.000418,0.000454,0.000454,0
2023-01-21,0.000454,0.000466,0.000450,0.000456,0.000456,0
2023-01-22,0.000456,0.000461,0.000448,0.000454,0.000454,0
2023-01-23,0.000454,0.000463,0.000453,0.000459,0.000459,0
2023-01-24,0.000459,0.000463,0.000451,0.000453,0.000453,0
2023-01-25,0.000453,0.000474,0.000448,0.000462,0.000462,0
2023-01-26,0.000462,0.000465,0.000458,0.000461,0.000461,0
2023-01-27,0.000461,0.000468,0.000453,0.000462,0.000462,0
2023-01-28,0.000462,0.000463,0.000458,0.000461,0.000461,0
2023-01-29,0.000461,0.000478,0.000460,0.000475,0.000475,0
2023-01-30,0.000475,0.000476,0.000453,0.000457,0.000457,0
2023-01-31,0.000457,0.000465,0.000455,0.000463,0.000463,0
2023-02-01,0.000463,0.000475,0.000458,0.000474,0.000474,0
2023-02-02,0.000474,0.000483,0.000469,0.000469,0.000469,0
2023-02-03,0.000469,0.000474,0.000466,0.000469,0.000469,0
2023-02-04,0.000469,0.000471,0.000466,0.000467,0.000467,0
2023-02-05,0.000467,0.000468,0.000457,0.000459,0.000459,0
2023-02-06,0.000459,0.000462,0.000454,0.000455,0.000455,0
2023-02-07,0.000455,0.000466,0.000455,0.000465,0.000465,0
2023-02-08,0.000465,0.000467,0.000455,0.000459,0.000459,0
2023-02-09,0.000459,0.000460,0.000435,0.000436,0.000436,0
2023-02-10,0.000436,0.000439,0.000431,0.000433,0.000433,0
2023-02-11,0.000433,0.000438,0.000432,0.000437,0.000437,0
2023-02-12,0.000437,0.000441,0.000434,0.000436,0.000436,2
2023-02-13,0.000436,0.000438,0.000429,0.000436,0.000436,0
2023-02-14,0.000436,0.000446,0.000433,0.000444,0.000444,0
2023-02-15,0.000444,0.000486,0.000442,0.000486,0.000486,0
2023-02-16,0.000486,0.000503,0.000472,0.000472,0.000472,0
2023-02-17,0.000472,0.000498,0.000469,0.000491,0.000491,0
2023-02-18,0.000491,0.000496,0.000489,0.000493,0.000493,0
2023-02-19,0.000493,0.001004,0.000492,0.000973,0.000973,160
2023-02-20,0.000973,0.001001,0.000957,0.000993,0.000993,0
2023-02-21,0.000993,0.001005,0.000968,0.000977,0.000977,0
2023-02-22,0.000977,0.000979,0.000473,0.000484,0.000484,64
2023-02-23,0.000484,0.000491,0.000474,0.000479,0.000479,0
2023-02-24,0.000479,0.000482,0.000460,0.000464,0.000464,0
2023-02-25,0.000464,0.000464,0.000457,0.000464,0.000464,0
2023-02-26,0.000463,0.000473,0.000462,0.000471,0.000471,0
2023-02-27,0.000471,0.000477,0.000464,0.000470,0.000470,0
2023-02-28,0.000470,0.000472,0.000462,0.000463,0.000463,0
2023-03-01,0.000463,0.000478,0.000462,0.000473,0.000473,13
2023-03-02,0.000473,0.000475,0.000465,0.000470,0.000470,0
2023-03-03,0.000470,0.000470,0.000444,0.000447,0.000447,0
2023-03-04,0.000447,0.000448,0.000444,0.000447,0.000447,6
2023-03-05,0.000447,0.000452,0.000446,0.000449,0.000449,0
2023-03-06,0.000449,0.000452,0.000447,0.000449,0.000449,0
2023-03-07,0.000449,0.000451,0.000440,0.000444,0.000444,0
2023-03-08,0.000444,0.000445,0.000217,0.000217,0.000217,32
2023-03-09,0.000217,0.000218,0.000202,0.000204,0.000204,0
2023-03-10,0.000204,0.000204,0.000196,0.000202,0.000202,0
2023-03-11,0.000202,0.000208,0.000201,0.000206,0.000206,0
2023-03-12,0.000206,0.000221,0.000205,0.000221,0.000221,0
2023-03-13,0.000221,0.000245,0.000220,0.000242,0.000242,0
2023-03-14,0.000242,0.000264,0.000241,0.000248,0.000248,0
2023-03-15,0.000248,0.000252,0.000241,0.000244,0.000244,0
2023-03-16,0.000244,0.000251,0.000243,0.000250,0.000250,0
2023-03-17,0.000250,0.001110,0.000249,0.001096,0.001096,163
2023-03-18,0.001096,0.001109,0.001074,0.001078,0.001078,76
2023-03-19,0.001078,0.001703,0.001076,0.001682,0.001682,153
2023-03-20,0.001682,0.012633,0.000280,0.010823,0.010823,6719
2023-03-21,0.010827,0.026969,0.003650,0.021127,0.021127,12959
2023-03-22,0.021126,0.021126,0.003722,0.007923,0.007923,8054
2023-03-23,0.007923,0.016602,0.003414,0.004819,0.004819,11138
2023-03-24,0.004819,0.005094,0.001686,0.001924,0.001924,875
2023-03-25,0.001924,0.002203,0.001371,0.001650,0.001650,116
2023-03-26,0.001650,0.001688,0.001101,0.001680,0.001680,54
2023-03-27,0.001680,0.001682,0.001333,0.001358,0.001358,90
2023-03-28,0.001358,0.001372,0.001335,0.001364,0.001364,24
2023-03-29,0.001364,0.001429,0.001364,0.001418,0.001418,7
2023-03-30,0.001418,0.002586,0.001414,0.001963,0.001963,253
2023-03-31,0.001963,0.003385,0.001957,0.002564,0.002564,142
2023-04-01,0.002564,0.002588,0.002549,0.002558,0.002558,0
2023-04-02,0.002563,0.002566,0.002511,0.002538,0.002538,0
2023-04-03,0.002538,0.002560,0.002464,0.002503,0.002503,0
2023-04-04,0.002503,0.002556,0.002494,0.002536,0.002536,0
2023-04-05,0.002536,0.002581,0.001395,0.001409,0.001409,118
2023-04-06,0.001409,0.001409,0.001111,0.001122,0.001122,24
2023-04-07,0.001122,0.001125,0.001112,0.001117,0.001117,3
2023-04-08,0.001117,0.001126,0.001116,0.001118,0.001118,0
2023-04-09,0.001118,0.001140,0.001114,0.001134,0.001134,0
2023-04-10,0.001134,0.001170,0.000873,0.000889,0.000889,8
2023-04-11,0.000889,0.000913,0.000888,0.000907,0.000907,0
2023-04-12,0.000907,0.000912,0.000895,0.000904,0.000904,0
2023-04-13,0.000897,0.000916,0.000897,0.000912,0.000912,1
2023-04-14,0.000912,0.000929,0.000903,0.000915,0.000915,0
2023-04-15,0.000915,0.000917,0.000908,0.000910,0.000910,20
2023-04-16,0.000910,0.000916,0.000906,0.000910,0.000910,0
2023-04-17,0.000910,0.000910,0.000879,0.000883,0.000883,14
2023-04-18,0.000883,0.000913,0.000876,0.000912,0.000912,137
2023-04-19,0.000911,0.000912,0.000861,0.000865,0.000865,0
2023-04-20,0.000865,0.000872,0.000843,0.000848,0.000848,0
2023-04-21,0.000848,0.000850,0.000817,0.000819,0.000819,0
2023-04-22,0.000819,0.000836,0.000815,0.000835,0.000835,19
2023-04-23,0.000835,0.001377,0.000823,0.001104,0.001104,48
2023-04-24,0.001104,0.001118,0.001083,0.001101,0.001101,0
2023-04-25,0.001100,0.001134,0.001089,0.001132,0.001132,0
2023-04-26,0.001132,0.001197,0.000549,0.000568,0.000568,71
2023-04-27,0.000568,0.000596,0.000568,0.000589,0.000589,0
2023-04-28,0.000589,0.000886,0.000587,0.000880,0.000880,3
2023-04-29,0.000880,0.000883,0.000874,0.000877,0.000877,0
2023-04-30,0.000877,0.000897,0.000873,0.000879,0.000879,4
2023-05-01,0.000879,0.001121,0.000837,0.000843,0.000843,7
2023-05-02,0.000843,0.000865,0.000838,0.000860,0.000860,0
2023-05-03,0.000860,0.000876,0.000846,0.000870,0.000870,0
2023-05-04,0.000870,0.000879,0.000862,0.000866,0.000866,0
2023-05-05,0.000866,0.000889,0.000866,0.000886,0.000886,4
2023-05-06,0.000886,0.000894,0.000286,0.000289,0.000289,25
2023-05-07,0.000289,0.000291,0.000285,0.000285,0.000285,0
2023-05-08,0.000285,0.000286,0.000274,0.000277,0.000277,0
2023-05-09,0.000277,0.000278,0.000274,0.000277,0.000277,0
2023-05-10,0.000277,0.000283,0.000270,0.000276,0.000276,0
2023-05-11,0.000276,0.000276,0.000268,0.000270,0.000270,0
2023-05-12,0.000270,0.000271,0.000260,0.000268,0.000268,0
2023-05-13,0.000268,0.000270,0.000267,0.000268,0.000268,0
2023-05-14,0.000268,0.000814,0.000267,0.000808,0.000808,3
2023-05-15,0.000808,0.000829,0.000803,0.000816,0.000816,0
2023-05-16,0.000816,0.000819,0.000808,0.000811,0.000811,0
2023-05-17,0.000811,0.000823,0.000799,0.000822,0.000822,0
2023-05-18,0.000822,0.000823,0.000795,0.000805,0.000805,0
2023-05-19,0.000805,0.000813,0.000804,0.000807,0.000807,0
2023-05-20,0.000807,0.000814,0.000805,0.000814,0.000814,0
2023-05-21,0.000813,0.000817,0.000802,0.000803,0.000803,0
2023-05-22,0.000803,0.000811,0.000797,0.000806,0.000806,0
2023-05-23,0.000806,0.000823,0.000543,0.000545,0.000545,14
2023-05-24,0.000544,0.000544,0.000523,0.000527,0.000527,0
2023-05-25,0.000527,0.000531,0.000519,0.000530,0.000530,0
2023-05-26,0.000530,0.000806,0.000527,0.000802,0.000802,4
2023-05-27,0.000802,0.000806,0.000799,0.000806,0.000806,0
2023-05-28,0.000806,0.000845,0.000804,0.000843,0.000843,0
2023-05-29,0.000843,0.000851,0.000827,0.000833,0.000833,0
2023-05-30,0.000833,0.000841,0.000829,0.000831,0.000831,0
2023-05-31,0.000831,0.000834,0.000807,0.000817,0.000817,0
2023-06-01,0.000817,0.000820,0.000801,0.000805,0.000805,0
2023-06-02,0.000805,0.000815,0.000541,0.000545,0.000545,12
2023-06-03,0.000545,0.000546,0.000540,0.000542,0.000542,5
2023-06-04,0.000542,0.000822,0.000540,0.000813,0.000813,3
2023-06-05,0.000813,0.000814,0.000510,0.000516,0.000516,15
2023-06-06,0.000516,0.000545,0.000510,0.000544,0.000544,0
2023-06-07,0.000545,0.000546,0.000524,0.000527,0.000527,0
2023-06-08,0.000527,0.000535,0.000525,0.000530,0.000530,0
2023-06-09,0.000530,0.000535,0.000528,0.000533,0.000533,5
